Assignment,Organization Name
000B0D,"Air2U, Inc."
000B0F,Bosch Rexroth
000B08,Pillar Data Systems
000AFC,"Core Tec Communications, LLC"
000BF6,"Nitgen Co., Ltd"
000BFB,D-NET International Corporation
000C02,ABB Oy
000BEA,Zultys Technologies
000BEF,Code Corporation
000BE3,"Key Stream Co., Ltd."
000BE8,AOIP
000BE9,Actel Corporation
000BD7,DORMA Time + Access GmbH
000BDC,AKCP
994,Cronyx Engineering
999,CP GEORGES RENAULT
987,"NISHI NIPPON ELECTRIC WIRE & CABLE CO.,LTD."
988,"Nudian Electron Co., Ltd."
00098D,Velocity Semiconductor
981,Newport Networks
975,fSONA Communications Corporation
00097A,Louis Design Labs.
968,"TECHNOVENTURE, INC."
962,Sonitor Technologies AS
000A9B,TB Group Inc
000A9A,Aiptek International Inc
000A80,Telkonet Inc.
000A82,"TATSUTA SYSTEM ELECTRONICS CO.,LTD."
000A87,Integrated Micromachines Inc.
000A7B,Cornelius Consult
000A6D,EKS Elektronikservice GmbH
000A6F,ZyFLEX Technologies Inc
000A74,Manticom Networks Inc.
000A61,Cellinx Systems Inc.
0009C3,NETAS
0009B9,Action Imaging Solutions
0009BA,MAKU Informationstechik GmbH
0009AC,LANVOICE
0009B3,MCM Systems Ltd
0009A7,Bang & Olufsen A/S
00099A,"ELMO COMPANY, LIMITED"
0009A0,Microtechno Corporation
0009ED,CipherOptics
0009F2,"Cohu, Inc., Electronics Division"
9000000,Cyber Switching Inc.
9,XEMICS S.A.
0009DA,Control Module Inc.
0009DF,Vestel Komunikasyon Sanayi ve Ticaret A.S.
0009CD,"HUDSON SOFT CO.,LTD."
0009C7,Movistec
0009CE,SpaceBridge Semiconductor Corp.
0009D3,"Western DataCom Co., Inc."
901,Shenzhen Shixuntong Information & Technoligy Co
0008FC,Gigaphoton Inc.
0008F9,Artesyn Embedded Technologies
0008F4,"Bluetake Technology Co., Ltd."
0008EB,"ROMWin Co.,Ltd."
80000,Envenergy Inc
0008DF,Alistel Inc.
0008D8,Dowkey Microwave
0008D2,ZOOM Networks Inc.
0008CC,"Remotec, Inc."
0008D1,KAREL INC.
967,"Tachyon, Inc"
00096E,GIANT ELECTRONICS LTD.
00095E,Masstech Group Inc.
959,Sitecsoft
00094D,Braintree Communications Pty Ltd
952,Auerswald GmbH & Co. KG
946,Cluster Labs GmbH
940,AGFEO GmbH & Co. KG
00093F,"Double-Win Enterpirse CO., LTD"
933,Ophit Co.Ltd.
000A5C,Carel s.p.a.
000A50,REMOTEK CORPORATION
000A55,MARKEM Corporation
000A4E,UNITEK Electronics INC.
000A42,"Cisco Systems, Inc"
000A49,"F5 Networks, Inc."
000A36,Synelec Telecom Multimedia
000A3B,"GCT Semiconductor, Inc"
000A3D,Elo Sistemas Eletronicos S.A.
000A2F,Artnix Inc.
927,"TOYOKEIKI CO.,LTD."
00092E,B&Tech System Inc.
920,"EpoX COMPUTER CO.,LTD."
00091B,Digital Generation Inc.
914,COMPUTROLS INC.
00090E,Helix Technology Inc.
908,VTech Technology Corp.
00090D,LEADER ELECTRONICS CORP.
000A20,"SVA Networks, Inc."
000A25,CERAGON NETWORKS
000A14,TECO a.s.
000A19,"Valere Power, Inc."
000A0D,FCI Deutschland GmbH
000A12,"Azylex Technology, Inc"
0009F9,"ART JAPAN CO., LTD."
0009FC,IPFLEX Inc.
000A03,"ENDESA SERVICIOS, S.L."
705,Endress & Hauser GmbH & Co
0006F8,The Boeing Company
0006FF,"Sheba Systems Co., Ltd."
0006FD,Comjet Information Systems Corp.
60000000,Bit Blitz Communications Inc.
0006ED,Inara Networks
0006DC,Syabas Technology (Amquest)
60,Techno Trade s.a
6000000,"DongYang Telecom Co., Ltd."
0006CF,"Thales Avionics In-Flight Systems, LLC"
0006D6,"Cisco Systems, Inc"
0006D5,Diamond Systems Corp.
0006C9,"Technical Marketing Research, Inc."
0007B1,Equator Technologies
0007B8,Corvalent Corporation
0007B2,Transaccess S.A.
0007A4,GN Netcom Ltd.
0007AA,Quantum Data Inc.
00079D,"Musashi Co., Ltd."
00079E,"Ilinx Co., Ltd."
774,GuangZhou Thinker Technology Co. Ltd.
791,"International Data Communications, Inc."
798,Selea SRL
797,"Netpower Co., Ltd."
00078B,"Wegener Communications, Inc."
785,"Cisco Systems, Inc"
00077B,Millimetrix Broadband Networks
856,Gamatronic Electronic Industries Ltd.
00082D,Indus Teqsite Private Limited
821,"Cisco Systems, Inc"
814,TIL Technologies
00081A,Sanrad Intelligence Storage Communications (2000) Ltd.
00080F,Proximion Fiber Optics AB
809,Systemonic AG
803,Cos Tron
0007FF,Gluon Networks
0007F9,Sensaphone
894,InnoVISION Multimedia Ltd.
00088F,ADVANCED DIGITAL TECHNOLOGY
888,"OULLIM Information Technology Inc,."
882,SIGMA CORPORATION
00087C,"Cisco Systems, Inc"
875,Acorp Electronics Corp.
870,"Rasvia Systems, Inc."
00086F,Resources Computer Network Ltd.
869,"Command-e Technology Co.,Ltd."
863,Entrisphere Inc.
00085D,Aastra
862,"NEC Eluminant Technologies, Inc."
850,Arizona Instrument Corp.
738,"Young Technology Co., Ltd."
00073F,"Woojyun Systec Co., Ltd."
00072C,Fabricom
733,DANCONTROL Engineering
732,AAEON Technology Inc.
716,J & S Marine Ltd.
00071B,CDVI Americas Ltd
722,The Nielsen Company
00070A,"Unicom Automation Co., Ltd."
00070F,"Fujant, Inc."
709,Westerstrand Urfabrik AB
702,Varian Medical Systems
0006F3,AcceLight Networks
0006C3,Schindler Elevator Ltd.
0006C8,"Sumitomo Metal Micro Devices, Inc."
0006BF,"Accella Technologies Co., Ltd."
0006B9,A5TEK Corp.
0006B2,Linxtek Co.
0006AC,Intersoft Co.
0006A6,Artistic Licence Engineering Ltd
0006A2,"Microtune, Inc."
695,"Ensure Technologies, Inc."
00069C,Transmode Systems AB
696,Advent Networks
0007F3,Thinkengine Networks
0007EC,"Cisco Systems, Inc"
0007F2,IOA Corporation
7000000,edgeflow Canada Inc.
7,Palm Inc.
0007D9,Splicecom
0007DA,"Neuro Telecom Co., Ltd."
0007D3,SPGPrints B.V.
0007CA,Creatix Polymedia Ges Fur Kommunikaitonssysteme
0007C4,JEAN Co. Ltd.
0007BE,DataLogic SpA
00077E,Elrest GmbH
00076F,Synoptics Limited
00076E,Sinetica Corporation Limited
00076A,"NEXTEYE Co., Ltd."
00075E,Ametek Power Instruments
765,"Jade Quantum Technologies, Inc."
764,YoungWoo Telecom Co. Ltd.
757,Topcall International AG
758,Dragonwave
752,"Rhythm Watch Co., Ltd."
00074B,Daihen Corporation
745,Radlan Computer Communications Ltd.
0008C2,"Cisco Systems, Inc"
0008BB,NetExcell
0008B5,"TAI GUEN ENTERPRISE CO., LTD"
0008B6,"RouteFree, Inc."
0008AF,Novatec Corporation
0008A9,"SangSang Technology, Inc."
0008A8,"Systec Co., Ltd."
0008A3,"Cisco Systems, Inc"
00089C,"Elecs Industry Co., Ltd."
690,Euracom Communication GmbH
00068F,"Telemonitor, Inc."
689,yLez Technologies Pte Ltd
683,"Bravara Communications, Inc."
00D0B9,"MICROTEK INTERNATIONAL, INC."
00067D,Takasago Ltd.
675,"Banderacom, Inc."
679,Konami Corporation
663,"Human Technology Co., Ltd."
00066F,Korea Data Systems
662,MBM Technology Ltd.
669,Datasound Laboratories Ltd
00055A,Power Dsine Ltd.
00065C,"Malachite Technologies, Inc."
610,Abeona Networks Inc
616,"Tel Net Co., Ltd."
00060A,Blue2space
604,"@Track Communications, Inc."
00CBBD,Cambridge Broadband Networks Ltd.
603,Baker Hughes Inc.
A06A00,Verilink Corporation
0005F5,Geospace Technologies
601,"Otanikeiki Co., Ltd."
500000000,"TurboWave, Inc."
0005F4,"System Base Co., Ltd."
0005FB,"ShareGate, Inc."
0005DB,PSI Nentec GmbH
0005DF,"Electronic Innovation, Inc."
0005CF,"Thunder River Technologies, Inc."
0005C9,"LG Innotek Co., Ltd."
0005D5,Speedcom Wireless
0005BC,Resource Data Management Ltd
0005C2,"Soronti, Inc."
0005B0,"Korea Computer Technology Co., Ltd."
00059C,"Kleinknecht GmbH, Ing. Büro"
0005B6,INSYS Microelectronics GmbH
0005A2,CELOX Networks
0005AC,"Northern Digital, Inc."
400000,"Glonet Systems, Inc."
0004D9,"Titan Electronics, Inc."
0004D3,"Toyokeiki Co., Ltd."
0004CC,Peek Traffic B.V.
0004C0,"Cisco Systems, Inc"
0004B9,"S.I. Soubou, Inc."
0004BA,KDD Media Will Corporation
0004AF,"Digital Fountain, Inc."
0004B4,CIAC
0004B3,"Videotek, Inc."
0004A6,SAF Tehnika Ltd.
0004A0,"Verity Instruments, Inc."
00050C,"Network Photonics, Inc."
512,Zebra Technologies Inc
506,Reddo Networks AB
0004FC,"Stratus Computer (DE), Inc."
0004F6,Amphus
0004F5,"SnowShore Networks, Inc."
4000000000,Infiniswitch Corporation
0004F0,"International Computers, Ltd"
0004EF,Polestar Corp.
0004DF,Teracom Telematica Ltda.
553,"DVC Company, Inc."
548,Disco Corporation
00054D,"Brans Technologies, Inc."
542,"Otari, Inc."
00053C,XIRCOM
00052F,Leviton Network Solutions
00053B,"Harbour Networks Ltd., Co. Beijing"
535,Chip PC Ltd.
529,"Shanghai Broadan Communication Technology Co., Ltd"
523,AVL List GmbH
522,"LEA*D Corporation, Inc."
00051C,Xnet Technology Corp.
516,SMART Modular Technologies
650,"Tiburon Networks, Inc."
656,Tactel AB
00062D,"TouchStar Technologies, L.L.C."
649,3M Deutschland GmbH
643,"SONO Computer Co., Ltd."
00064A,"Honeywell Co., Ltd. (KOREA)"
00063F,Everex Communications Inc.
639,Newtec
633,Cross Match Technologies GmbH
626,MWE GmbH
00061D,"MIP Telecom, Inc."
623,MGE UPS Systems France
589,National Datacomputer
595,Alesis Corporation
00058F,CLCsoft co.
596,"Genotech Co., Ltd."
00057D,"Sun Communications, Inc."
00057C,RCO Security AB
583,ImageCom Limited
573,"Cisco Systems, Inc"
572,"Deonet Co., Ltd."
00056C,"Hung Chang Co., Ltd."
566,Secui.com Corporation
560,"LEADER COMM.CO., LTD"
559,Intracom S.A.
0004A5,Barco Projection Systems NV
499,Chino Corporation
00048D," Teo Technologies, Inc"
493,"Tsinghua Unisplendour Co., Ltd."
484,Amann GmbH
00048A,Temia Vertriebs GmbH
00047A,AXXESSIT ASA
474,LEGRAND
00046E,"Cisco Systems, Inc"
473,Photonex Corporation
467,Wuhan Research Institute of MII
461,"EPOX Computer Co., Ltd."
0003D9,Secheron SA
0003D2,"Crossbeam Systems, Inc."
0003CD,"Clovertech, Inc."
0003CA,MTS Systems Corp.
0003C6,"ICUE Systems, Inc."
0003BF,"Centerpoint Broadband Technologies, Inc."
0003BA,Oracle Corporation
0003AF,Paragea Communications
0003B4,Macrotek International Corp.
0003AC,Fronius Schweissmaschinen
0003A8,"IDOT Computers, Inc."
0003A1,"HIPER Information & Communication, Inc."
399,"Dongju Informations & Communications Co., Ltd."
00039C,"OptiMight Communications, Inc."
390,"Digital Video Communications, Inc."
395,California Amplifier
380,SSH Communications Security Corp.
374,Control Microsystems
0002F0,"AME Optimedia Technology Co., Ltd."
379,"Proscend Communications, Inc."
371,Acomz Networks Corp.
00036D,"Runtop, Inc."
2000,"LITE-ON Communications, Inc."
0002DE,"Astrodesign, Inc."
0002DB,NETSEC
0002D7,EMPEG Ltd
0002D2,Workstation AG
223,ClickTV
0002CB,TriState Ltd.
0002C4,Vector International BVBA
0002BF,"dotRocket, Inc."
0002BB,Continuous Computing Corp
0002BC,"LVL 7 Systems, Inc."
0002B6,"Acrosser Technology Co., Ltd."
0002AF,"TeleCruz Technology, Inc."
0002AA,"PLcom Co., Ltd."
00045B,"Techsan Electronics Co., Ltd."
00044E,"Cisco Systems, Inc"
00044F,Schubert System Elektronik Gmbh
454,Quadriga UK
445,LMS Skalar Instruments GmbH
00044A,"iPolicy Networks, Inc."
444,Western Multiplex Corporation
00043E,Telencomm
432,"Voyetra Turtle Beach, Inc."
437,"Powin Information Technology, Inc."
00042B,"IT Access Co., Ltd."
361,"Widcomm, Inc."
00035A,Photron Limited
355,TeraBeam Internet Systems
353,"Mitac, Inc."
00034F,Sur-Gard Security
00034A,RIAS Corporation
346,"Hitachi Kokusai Electric, Inc."
344,"Tietech.Co., Ltd."
343,Martin Professional A/S
334,Newport Electronics
337,"Vaone, Inc."
00033C,"Daiden Co., Ltd."
329,"F3, Inc."
330,"Imagenics, Co., Ltd."
321,"Reco Research Co., Ltd."
324,"SANYO Consumer Electronics Co., Ltd."
00031B,"Cellvision Systems, Inc."
0001A8,"Welltech Computer Co., Ltd."
00030F,Digital China (Shanghai) Networks Ltd.
314,Teleware Network Systems
00030C,Telesoft Technologies Ltd.
308,"AM Communications, Inc."
0002FC,"Cisco Systems, Inc"
301,EXFO
0002F9,MIMOS Berhad
0002F5,"VIVE Synergies, Inc."
0002EA,Focus Enhancements
269,"Nadatel Co., Ltd"
265,Virditech Co. Ltd.
00025E,High Technology Ltd
261,Tilgin AB
259,"Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group"
255,IBM Corp
249,"Aviv Infocom Co, Ltd."
250,"Geyser Networks, Inc."
242,Videoframe Systems
244,SURECOM Technology Co.
00022C,"ABB Bomem, Inc."
00023A,ZSK Stickmaschinen GmbH
425,Atmel Corporation
419,"Fibercycle Networks, Inc."
00041A,Ines Test and Measurement GmbH & CoKG
414,"Umezawa Musen Denki Co., Ltd."
407,"Topcon Positioning Systems, Inc."
0003F7,Plast-Control GmbH
0003FE,"Cisco Systems, Inc"
0003FD,"Cisco Systems, Inc"
401,"Osaki Electric Co., Ltd."
0003F0,Redfern Broadband Networks
0003EB,Atrica
300000,Hermstedt SG
0002A3,"ABB Switzerland Ltd, Power Systems"
298,Broadframe Corporation
292,"Logic Innovations, Inc."
00028D,"Movita Technologies, Inc."
283,"Spectrum Controls, Inc."
277,Cash Systemes Industrie
00027C,"Trilithic, Inc."
275,"SMART Technologies, Inc."
270,"Crewave Co., Ltd."
104,"DVICO Co., Ltd."
110,Gotham Networks
00010C,System Talks Inc.
113,OLYMPUS CORPORATION
100,EQUIP'TRANS
00B0AC,SIAE-Microelettronica S.p.A.
00B017,InfoGear Technology Corp.
0030F0,Uniform Industrial Corp.
00B080,Mannesmann Ipulsys B.V.
00B09A,Morrow Technologies Corp.
00B091,Transmeta Corp.
0030BE,"City-Net Technology, Inc."
233,"Mantra Communications, Inc."
00022F,"P-Cube, Ltd."
227,ESD Electronic System Design GmbH
00021F,Aculab PLC
00021B,Kollmorgen-Servotronix
00020C,Metro-Optix
218,Advanced Scientific Corp
213,S.D.E.L.
00020F,AATR
0001F9,TeraGlobal Communications Corp.
200,"Net & Sys Co., Ltd."
0001FC,Keyence Corporation
0001F3,"QPS, Inc."
10000,"Sitera, Inc."
0001EB,C-COM Corporation
0001F0,"Tridium, Inc."
0001D4,"Leisure Time, Inc."
0001D8,"Teltronics, Inc."
0001C6,Quarry Technologies
0001CC,"Japan Total Design Communication Co., Ltd."
0001D1,"CoNet Communications, Inc."
0001B3,Precision Electronic Manufacturing
160,"ELMEX Co., LTD."
00015E,"BEST TECHNOLOGY CO., LTD."
162,"Cygnet Technologies, Inc."
169,Celestix Networks Pte Ltd.
175,Radiant Communications Corp.
159,S1 Corporation
165,AirSwitch Corporation
171,Allied Data Technologies
157,"SYSWAVE CO., LTD"
153,ARCHTEK TELECOM CORPORATION
144,EMC Corporation
3038,"XCP, INC."
0030DB,"Mindready Solutions, Inc."
00306A,"PENTA MEDIA CO., LTD."
3021,"HSING TECH. ENTERPRISE CO.,LTD"
0030EA,TeraForce Technology Corporation
0030F4,STARDOT TECHNOLOGIES
3087,VEGA GRIESHABER KG
3000,ALLWELL TECHNOLOGY CORP.
3034,SET ENGINEERING
00308D,"Pinnacle Systems, Inc."
00304B,"ORBACOM SYSTEMS, INC."
0030FA,"TELICA, INC."
0001B1,General Bandwidth
0001BB,Frequentis
0001B7,"Centos, Inc."
0001AF,Artesyn Embedded Technologies
0001AB,Main Street Networks
191,SYRED Data Systems
00019D,"E-Control Systems, Inc."
0001A4,Microlink Corporation
199,HeiSei Electronics
0001A0,Infinilink Corporation
00017C,AG-E GmbH
188,LXCO Technologies ag
178,"MARGI Systems, Inc."
00018B,"NetLinks Co., Ltd."
0030F5,Wild Lab. Ltd.
184,SIEB & MEYER AG
00303E,Radcom Ltd.
0030D7,"Innovative Systems, L.L.C."
0030FC,"Terawave Communications, Inc."
00300F,IMT - Information Management T
3004,LEADTEK RESEARCH INC.
3018,"Jetway Information Co., Ltd."
3088,Ericsson
0030CA,Discovery Com
00304F,PLANET Technology Corporation
00014B,"Ennovate Networks, Inc."
00012C,"Aravox Technologies, Inc."
134,Selectron Systems AG
00013B,BNA SYSTEMS
147,Zhone Technologies
00012B,"TELENET Co., Ltd."
00011C,Universal Talkware Corporation
123,DIGITAL ELECTRONICS CORP.
00011F,"RC Networks, Inc."
3045,"Village Networks, Inc. (VNI)"
0030BB,"CacheFlow, Inc."
3053,Basler AG
3072,Intellibyte Inc.
0030B1,TrunkNet
0030A7,SCHWEITZER ENGINEERING
00D086,"FOVEON, INC."
00D05A,"SYMBIONICS, LTD."
00D01A,URMET  TLC S.P.A.
00D0F3,SOLARI DI UDINE SPA
00D089,"DYNACOLOR, INC."
00D08D,"PHOENIX GROUP, INC."
00D09C,KAPADIA COMMUNICATIONS
00D0FE,ASTRAL POINT
00D0DC,"MODULAR MINING SYSTEMS, INC."
00D062,DIGIGRAM
00D0A7,"TOKYO SOKKI KENKYUJO CO., LTD."
00D032,"YANO ELECTRIC CO., LTD."
00D054,SAS INSTITUTE INC.
00D0EB,"LIGHTERA NETWORKS, INC."
00D01E,PINGTEL CORP.
00D0A9,"SHINANO KENSHI CO., LTD."
30000000000,GMA COMMUNICATION MANUFACT'G
3027,"KERBANGO, INC."
0030F6,SECURELOGIX CORPORATION
0030B6,"Cisco Systems, Inc"
0030B2,L-3 Sonoma EO
0030D6,MSC VERTRIEBS GMBH
3008,"AVIO DIGITAL, INC."
00306D,LUCENT TECHNOLOGIES
300000,CHIYODA SYSTEM RIKEN
00301A,SMARTBRIDGES PTE. LTD.
0030CD,"CONEXANT SYSTEMS, INC."
3001,SMP
300,"Network Equipment Technologies, Inc."
0050A7,"Cisco Systems, Inc"
00D0EE,DICTAPHONE CORPORATION
00D0B8,Iomega Corporation
5045,"RIOWORKS SOLUTIONS, INC."
00507C,VIDEOCON AG
5065,TDK-Lambda Corporation
0050F4,SIGMATEK GMBH & CO. KG
5076,IBM Corp
5075,KESTREL SOLUTIONS
5090,DCTRI
0050ED,ANDA NETWORKS
5096,"SALIX TECHNOLOGIES, INC."
00509B,SWITCHCORE AB
0050A9,MOLDAT WIRELESS TECHNOLGIES
00503C,TSINGHUA NOVEL ELECTRONICS
5030,FUTURE PLUS SYSTEMS
5037,KOGA ELECTRONICS CO.
00501F,"MRG SYSTEMS, LTD."
5092,Rigaku Corporation Osaka Plant
00501C,"JATOM SYSTEMS, INC."
00505C,TUNDO CORPORATION
5068,ELECTRONIC INDUSTRIES ASSOCIATION
00501A,IQinVision
5063,OY COMSEL SYSTEM AB
0050DE,SIGNUM SYSTEMS CORP.
00507B,MERLOT COMMUNICATIONS
5078,"MEGATON HOUSE, LTD."
00508F,ASITA TECHNOLOGIES INT'L LTD.
5057,BROADBAND ACCESS SYSTEMS
5087,"TERASAKI ELECTRIC CO., LTD."
00D03E,"ROCKETCHIPS, INC."
00D03F,AMERICAN COMMUNICATION
00D033,DALIAN DAXIAN NETWORK
00D0CE,ASYST ELECTRONIC
00D090,"Cisco Systems, Inc"
00D0B6,"CRESCENT NETWORKS, INC."
00D0D2,EPILOG CORPORATION
0050B6,"GOOD WAY IND. CO., LTD."
0050FF,"HAKKO ELECTRONICS CO., LTD."
5032,"PICAZO COMMUNICATIONS, INC."
0050DA,3COM CORPORATION
0050F9,Sensormatic Electronics LLC
0050F6,PAN-INTERNATIONAL INDUSTRIAL CORP.
00506C,Beijer Electronics Products AB
0050A5,"CAPITOL BUSINESS SYSTEMS, LTD."
5000,"NEXO COMMUNICATIONS, INC."
00D066,WINTRISS ENGINEERING CORP.
00D06F,KMC CONTROLS
00D04B,LA CIE GROUP S.A.
00D002,DITECH CORPORATION
00D0A6,"LANBIRD TECHNOLOGY CO., LTD."
00D0DE,PHILIPS MULTIMEDIA NETWORK
00D083,"INVERTEX, INC."
00D038,"FIVEMERE, LTD."
00D00C,SNIJDER MICRO SYSTEMS
00D0F2,MONTEREY NETWORKS
00D07B,COMCAM INTERNATIONAL INC
00D05D,"INTELLIWORXX, INC."
00D00D,MICROMERITICS INSTRUMENT
00D04C,EUROTEL TELECOM LTD.
00D0FD,"OPTIMA TELE.COM, INC."
0030D8,SITEK
3062,IP Video Networks Inc
3081,ALTOS C&C
00D0B0,BITSWITCH LTD.
00D044,"ALIDIAN NETWORKS, INC."
00D004,PENTACOM LTD.
00D045,KVASER AB
00D0D0,ZHONGXING TELECOM LTD.
00902C,DATA & CONTROL EQUIPMENT LTD.
9049,ENTRIDIA CORPORATION
9043,Tattile SRL 
9076,FMT AIRCRAFT GATE SUPPORT SYSTEMS AB
9017,"Zypcom, Inc"
00907B,"E-TECH, INC."
00102A,"ZF MICROSYSTEMS, INC."
00107D,"AURORA COMMUNICATIONS, LTD."
00101C,"OHM TECHNOLOGIES INTL, LLC"
00106C,EDNT GmbH
0010D4,STORAGE COMPUTER CORPORATION
0010BF,InterAir Wireless
1036,INTER-TEL INTEGRATED SYSTEMS
1026,"ACCELERATED NETWORKS, INC."
00104B,3COM CORPORATION
629,IBM Corp
1004,"THE BRANTLEY COILE COMPANY,INC"
00103A,DIAMOND NETWORK TECH
0010D8,CALISTA
1031,"OBJECTIVE COMMUNICATIONS, INC."
00107E,BACHMANN ELECTRONIC GmbH
0010C0,"ARMA, Inc."
1016,T.SQWARE
00103D,"PHASECOM, LTD."
0010C2,"WILLNET, INC."
00107A,"AmbiCom, Inc."
0010C4,"MEDIA GLOBAL LINKS CO., LTD."
0010EB,"SELSIUS SYSTEMS, INC."
0010FE,DIGITAL EQUIPMENT CORPORATION
00102E,NETWORK SYSTEMS & TECHNOLOGIES PVT. LTD.
00103E,NETSCHOOLS CORPORATION
1049,"ShoreTel, Inc"
00105E,"Spirent plc, Service Assurance Broadband"
5088,AMANO CORPORATION
0050A8,"OpenCon Systems, Inc."
5062,KOUWELL ELECTRONICS CORP.  **
0050B1,GIDDINGS & LEWIS
00500C,"e-Tek Labs, Inc."
5091,"NETACCESS, INC."
5097,MMC-EMBEDDED COMPUTERTECHNIK GmbH
0050AF,"INTERGON, INC."
0050EB,ALPHA-TOP CORPORATION
0050BC,HAMMER STORAGE SOLUTIONS
0090C3,TOPIC SEMICONDUCTOR CORP.
0090EC,PYRESCOM
00903B,"TriEMS Research Lab, Inc."
9074,"ARGON NETWORKS, INC."
0090C1,"Peco II, Inc."
0010D3,GRIPS ELECTRONIC GMBH
0010ED,"SUNDANCE TECHNOLOGY, INC."
1023,Network Equipment Technologies
00104E,CEOLOGIC
0010FB,ZIDA TECHNOLOGIES LIMITED
0010AD,"SOFTRONICS USB, INC."
0010D5,"IMASDE CANARIAS, S.A."
1000000,SOLECTRON TEXAS
00909D,"NovaTech Process Solutions, LLC"
9038,"FOUNTAIN TECHNOLOGIES, INC."
0090C5,"INTERNET MAGIC, INC."
0090AD,"ASPECT ELECTRONICS, INC."
9097,Sycamore Networks
9008,HanA Systems Inc.
0090D4,BindView Development Corp.
9089,"SOFTCOM MICROSYSTEMS, INC."
0090C4,"JAVELIN SYSTEMS, INC."
9014,"ROTORK INSTRUMENTS, LTD."
0090B5,NIKON CORPORATION
0090C6,"OPTIM SYSTEMS, INC."
00909B,MARKEM-IMAJE
00905B,RAYMOND AND LAE ENGINEERING
9000000000,"MOXA TECHNOLOGIES CORP., LTD."
0090A1,Flying Pig Systems/High End Systems Inc.
0090FD,"CopperCom, Inc."
0090AC,"OPTIVISION, INC."
00902A,"COMMUNICATION DEVICES, INC."
9098,"SBC DESIGNS, INC."
0090CF,NORTEL
00900F,"KAWASAKI HEAVY INDUSTRIES, LTD"
9036,"ens, inc."
90000000000,JANZ COMPUTER AG
9032,PELCOMBE GROUP LTD.
0090B8,ROHDE & SCHWARZ GMBH & CO. KG
0090BE,IBC/INTEGRATED BUSINESS COMPUTERS
9062,ICP VORTEX COMPUTERSYSTEME GmbH
00108F,RAPTOR SYSTEMS
1089,WebSonic
1086,"ATTO Technology, Inc."
1027,L-3 COMMUNICATIONS EAST
0010B8,ISHIGAKI COMPUTER SYSTEM CO.
00104C,"Teledyne LeCroy, Inc"
1001,Citel
0010CF,FIBERLANE COMMUNICATIONS
1068,COMOS TELECOM
1067,Ericsson
0010F1,I-O CORPORATION
1073,"TECHNOBOX, INC."
00E0C0,"SEIWA ELECTRIC MFG. CO., LTD."
0,BENTLY NEVADA CORP.
0,HEIWA CORPORATION
0,OPTICAL ACCESS INTERNATIONAL
0,JAYCOR
00E05C,"Panasonic Healthcare Co., Ltd."
0,LeCroy - Networking Productions Division
0,MICROWI ELECTRONIC GmbH
0,"EXECUTONE INFORMATION SYSTEMS, INC."
0,SAMSUNG ELECTRONICS
0,PLUTO TECHNOLOGIES INTERNATIONAL INC.
00E0D8,"LANBit Computer, Inc."
00E02D,"InnoMediaLogic, Inc."
00E0A9,"FUNAI ELECTRIC CO., LTD."
0,Artesyn Embedded Technologies
0,SHERWOOD
00E0A2,MICROSLATE INC.
00E0CE,ARN
00E05F,"e-Net, Inc."
00E0C7,EUROTECH SRL
00E0C4,"HORNER ELECTRIC, INC."
00E04D,"INTERNET INITIATIVE JAPAN, INC"
00607F,"AURORA TECHNOLOGIES, INC."
0,PARADYNE CORP.
6091,"FIRST PACIFIC NETWORKS, INC."
6002,"SCREEN SUBTITLING SYSTEMS, LTD"
6061,WHISTLE COMMUNICATIONS CORP.
00E0A1,HIMA PAUL HILDEBRANDT GmbH Co. KG
0,APTIX CORPORATION
00E0F2,"ARLOTTO COMNET, INC."
0,TECNOMEN OY
00E0C5,BCOM ELECTRONICS INC.
00E0EE,MAREL HF
00E0AC,"MIDSCO, INC."
0,"CROSSROADS SYSTEMS, INC."
0,"HAN MICROTELECOM. CO., LTD."
00E0F0,"ABLER TECHNOLOGY, INC."
00E0B7,"PI GROUP, LTD."
0010B1,"FOR-A CO., LTD."
1041,"BRISTOL BABCOCK, INC."
0010F7,IRIICHI TECHNOLOGIES Inc.
10000000,"APPLIED INTELLIGENT SYSTEMS, INC."
00101E,MATSUSHITA ELECTRONIC INSTRUMENTS CORP.
0010F2,ANTEC
0010BE,MARCH NETWORKS CORPORATION
6058,"COPPER MOUNTAIN COMMUNICATIONS, INC."
00601B,MESA ELECTRONICS
0060FF,"QuVis, Inc."
6056,"NETWORK TOOLS, INC."
0060D8,"ELMIC SYSTEMS, INC."
00607A,DVS GMBH
6097,3COM CORPORATION
60000,ARBIN INSTRUMENTS
00E0FD,"A-TREND TECHNOLOGY CO., LTD."
00E0FB,"LEIGHTRONIX, INC."
